Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z
CAL	CAL	CAL	CAL
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)
2872419,983	-8,069	-0,960	-3,911
2872424,866	-8,168	-0,980	-3,891
2872429,749	-8,059	-1,020	-3,861
2872434,631	-8,198	-0,970	-3,683
2872439,514	-8,188	-1,089	-3,653
2872444,397	-8,000	-1,000	-3,733
2872449,280	-8,079	-1,069	-3,871
2872454,163	-8,000	-1,109	-3,851
2872459,045	-8,139	-1,089	-3,842
2872463,928	-8,079	-0,881	-3,842
2872468,811	-7,941	-1,069	-3,733
2872473,694	-8,030	-0,960	-3,970
2872478,577	-8,040	-0,891	-3,752
2872483,459	-8,089	-1,158	-4,851
2872488,342	-8,109	-1,337	-5,168
2872493,225	-8,020	-1,149	-3,356
2872498,108	-8,059	-0,802	-3,683
2872502,991	-8,089	-1,000	-3,812
2872507,874	-8,069	-1,069	-3,554
2872512,756	-8,069	-1,020	-3,911
2872517,639	-8,099	-1,010	-3,941
2872522,522	-8,099	-1,010	-4,406
2872527,405	-8,030	-1,109	-3,545
2872532,288	-8,010	-1,030	-3,653
2872537,170	-8,040	-1,030	-3,851
2872542,053	-8,099	-1,059	-3,842
2872546,936	-8,257	-1,089	-3,752
2872551,819	-8,158	-1,050	-3,851
2872556,702	-8,119	-0,871	-3,772
2872561,584	-7,851	-1,376	-5,267
2872566,467	-8,149	-1,010	-3,832
2872571,350	-8,059	-0,891	-3,545
2872576,233	-8,010	-1,099	-3,594
2872581,116	-8,089	-1,000	-3,990
2872585,999	-8,119	-1,168	-3,960
2872590,881	-8,119	-0,980	-3,891
2872595,764	-7,970	-0,950	-4,366
2872600,647	-8,099	-1,059	-4,416
2872605,530	-8,139	-0,851	-3,376
2872610,413	-7,950	-1,050	-3,465
2872615,295	-8,208	-1,129	-3,851
2872620,178	-8,129	-1,188	-3,752
2872625,061	-9,327	1,030	-4,208
2872629,944	-8,525	-0,792	-3,406
2872634,827	-8,109	-1,129	-3,267
2872639,709	-8,089	-1,020	-3,891
2872644,592	-8,208	-1,881	-2,604
2872649,475	-8,010	-0,584	-3,079
2872654,358	-7,990	-0,703	-3,851
2872659,241	-8,010	-1,198	-5,129
2872664,124	-7,990	-0,891	-4,673
2872669,006	-8,158	-0,960	-4,158
2872673,889	-7,406	-0,693	-6,139
2872678,772	-7,891	-1,168	-3,594
2872683,655	-8,050	-1,059	-3,782
2872688,538	-8,149	-1,069	-4,228
2872693,420	-8,149	-1,158	-4,010
2872698,303	-8,149	-1,069	-3,634
2872703,186	-8,228	-0,921	-3,980
2872708,069	-8,119	-0,921	-3,901
2872712,952	-7,941	-1,030	-3,911
2872717,834	-8,287	-0,960	-3,733
2872722,717	-8,129	-0,990	-3,881
2872727,600	-8,099	-1,030	-3,921
2872732,483	-7,960	-1,109	-3,792
2872737,366	-7,990	-1,089	-3,842
2872742,249	-8,059	-0,960	-3,871
2872747,131	-8,198	-0,871	-3,812
2872752,014	-8,089	-0,802	-3,733
2872756,897	-8,178	-1,129	-3,802
2872761,780	-8,129	-1,020	-3,851
2872766,663	-8,109	-1,030	-3,782
2872771,545	-8,000	-1,050	-3,861
2872776,428	-8,099	-0,960	-3,960
2872781,311	-8,158	-0,980	-3,891
2872786,194	-8,139	-0,960	-3,901
2872791,077	-8,168	-1,109	-3,812
2872795,959	-8,079	-1,139	-3,901
2872800,842	-8,208	-1,119	-3,822
2872805,725	-8,079	-1,149	-3,822
2872810,608	-8,149	-1,129	-3,683
2872815,491	-8,119	-1,050	-3,901
2872820,374	-8,119	-1,040	-3,822
2872825,256	-8,030	-1,129	-3,752
2872830,139	-8,208	-1,059	-3,931
2872835,022	-8,129	-1,050	-3,792
2872839,905	-8,109	-0,911	-3,891
2872844,788	-8,010	-1,020	-3,762
2872849,670	-7,970	-1,010	-3,762
2872854,553	-8,139	-1,050	-3,772
2872859,436	-8,079	-0,891	-3,762
2872864,319	-8,099	-1,079	-3,911
2872869,202	-8,030	-1,109	-4,089
2872874,084	-7,901	-1,059	-3,851
2872878,967	-8,030	-1,030	-3,792
2872883,850	-8,129	-1,069	-3,832
2872888,733	-8,079	-0,960	-3,931
2872893,616	-8,000	-1,020	-3,911
2872898,499	-8,238	-0,960	-3,851
2872903,381	-8,139	-1,000	-3,901
2872908,264	-8,119	-1,099	-3,762
2872913,147	-8,010	-1,020	-3,861
2872918,030	-8,139	-1,119	-3,772
2872922,913	-7,970	-1,040	-3,743
2872927,795	-8,010	-1,020	-4,000
2872932,678	-8,069	-0,941	-3,980
2872937,561	-8,178	-0,980	-3,762
2872942,444	-8,079	-1,158	-3,990
2872947,327	-8,139	-1,208	-3,990
2872952,209	-8,079	-1,000	-3,881
2872957,092	-8,149	-0,931	-3,812
2872961,975	-8,109	-1,020	-4,000
2872966,858	-8,158	-0,842	-4,030
2872971,741	-8,109	-0,931	-3,802
2872976,624	-8,020	-1,079	-3,881
2872981,506	-8,069	-1,000	-3,911
2872986,389	-8,198	-0,990	-4,040
2872991,272	-8,089	-1,010	-4,059
2872996,155	-8,079	-1,178	-3,832
2873001,038	-8,099	-0,881	-3,802
2873005,920	-8,030	-1,208	-3,762
2873010,803	-8,119	-1,050	-3,634
2873015,686	-8,089	-0,950	-3,881
2873020,569	-8,079	-0,921	-3,941
2873025,452	-8,010	-0,871	-3,772
2873030,334	-8,059	-1,010	-3,950
2873035,217	-8,228	-0,990	-3,871
2873040,100	-8,168	-0,891	-3,931
2873044,983	-8,079	-1,079	-3,782
2873049,866	-8,149	-1,020	-3,802
2873054,749	-8,079	-1,040	-4,050
2873059,631	-8,228	-1,089	-3,891
2873064,514	-8,079	-0,960	-3,980
2873069,397	-8,000	-0,891	-3,347
2873074,280	-6,832	-0,416	-1,881
2873079,163	-8,267	-1,257	-4,614
2873084,045	-8,188	-1,059	-4,911
2873088,928	-8,069	-0,980	-4,366
2873093,811	-8,040	-1,000	-3,653
2873098,694	-8,089	-1,000	-3,663
2873103,577	-8,149	-0,960	-3,911
2873108,459	-8,287	-0,921	-3,356
2873113,342	-8,099	-1,059	-4,030
2873118,225	-8,030	-1,149	-4,307
2873123,108	-8,030	-1,030	-4,188
2873127,991	-8,119	-1,000	-3,950
2873132,874	-8,089	-0,970	-3,941
2873137,756	-8,069	-1,208	-3,980
2873142,639	-8,010	-0,950	-3,861
2873147,522	-8,099	-0,941	-3,406
2873152,405	-8,069	-1,059	-3,881
2873157,288	-8,089	-1,010	-4,257
2873162,170	-8,139	-0,980	-4,297
2873167,053	-8,069	-1,040	-4,040
2873171,936	-8,208	-1,079	-4,030
2873176,819	-8,188	-1,030	-4,089
2873181,702	-8,050	-1,079	-3,970
2873186,584	-8,050	-1,109	-4,079
2873191,467	-8,059	-1,020	-4,059
2873196,350	-8,089	-1,020	-4,079
2873201,233	-8,109	-0,941	-4,158
2873206,116	-8,069	-1,030	-4,089
2873210,999	-8,129	-1,099	-4,158
2873215,881	-8,030	-0,950	-4,129
2873220,764	-8,149	-0,911	-4,030
2873225,647	-8,158	-1,129	-4,089
2873230,530	-8,020	-1,139	-4,109
2873235,413	-8,109	-0,970	-3,950
2873240,295	-8,119	-1,059	-3,950
2873245,178	-8,030	-0,881	-3,792
2873250,061	-8,069	-0,634	-3,921
2873254,944	-8,020	-1,000	-4,010
2873259,827	-7,990	-0,950	-4,040
2873264,709	-8,149	-1,030	-3,851
2873269,592	-8,050	-1,010	-3,891
2873274,475	-8,257	-1,337	-3,921
2873279,358	-8,069	-0,871	-3,990
2873284,241	-7,990	-0,950	-3,812
2873289,124	-8,129	-1,129	-3,901
2873294,006	-8,129	-0,950	-4,010
2873298,889	-8,248	-1,010	-3,931
2873303,772	-8,079	-1,010	-3,950
2873308,655	-8,198	-1,129	-3,941
2873313,538	-8,109	-0,851	-4,059
2873318,420	-8,050	-0,950	-3,911
2873323,303	-8,099	-1,069	-3,941
2873328,186	-8,139	-0,941	-3,990
2873333,069	-8,257	-0,931	-4,050
2873337,952	-8,059	-0,980	-4,030
2873342,834	-8,119	-0,990	-4,010
2873347,717	-8,139	-1,079	-3,941
2873352,600	-8,188	-1,089	-4,069
2873357,483	-8,208	-0,921	-3,901
2873362,366	-8,129	-0,990	-3,861
2873367,249	-8,158	-1,059	-3,950
2873372,131	-8,119	-0,950	-3,970
2873377,014	-8,208	-1,000	-4,010
2873381,897	-8,020	-0,980	-3,881
2873386,780	-8,139	-0,980	-4,000
2873391,663	-8,149	-1,030	-3,891
2873396,545	-8,149	-1,010	-3,891
2873401,428	-8,040	-0,950	-3,851
2873406,311	-8,079	-0,980	-3,911
2873411,194	-8,178	-1,030	-3,901
2873416,077	-8,257	-0,970	-3,861
2873420,959	-8,119	-0,891	-3,950
2873425,842	-8,139	-0,950	-3,851
2873430,725	-8,069	-1,030	-3,881
2873435,608	-8,020	-0,911	-3,752
2873440,491	-7,980	-0,921	-3,663
2873445,374	-8,069	-1,020	-3,822
2873450,256	-8,119	-0,931	-3,911
2873455,139	-8,158	-0,980	-3,802
2873460,022	-8,059	-1,079	-3,871
2873464,905	-8,079	-0,931	-3,921
2873469,788	-8,109	-1,089	-3,990
2873474,670	-8,208	-1,059	-3,772
2873479,553	-8,109	-0,960	-3,832
2873484,436	-8,079	-0,990	-3,901
2873489,319	-8,069	-0,881	-3,960
2873494,202	-8,079	-1,000	-4,000
2873499,084	-8,188	-0,931	-3,960
2873503,967	-8,158	-1,069	-3,644
2873508,850	-7,931	-1,040	-3,832
2873513,733	-8,139	-1,010	-3,832
2873518,616	-8,059	-1,030	-3,663
2873523,499	-8,277	-1,089	-3,673
2873528,381	-8,030	-1,020	-3,941
2873533,264	-7,960	-0,970	-3,842
2873538,147	-8,040	-1,079	-3,792
2873543,030	-8,208	-1,000	-3,822
2873547,913	-8,139	-0,990	-3,832
2873552,795	-8,158	-0,891	-3,772
2873557,678	-8,099	-1,079	-3,752
2873562,561	-8,050	-0,980	-3,911
2873567,444	-8,188	-0,941	-3,743
2873572,327	-8,030	-0,881	-3,782
2873577,209	-7,950	-1,168	-3,772
2873582,092	-8,020	-1,099	-3,812
2873586,975	-8,139	-0,901	-3,822
2873591,858	-8,109	-0,871	-3,851
2873596,741	-8,168	-0,921	-3,871
2873601,624	-8,139	-1,059	-3,851
2873606,506	-8,139	-1,000	-3,861
2873611,389	-8,020	-1,020	-3,970
2873616,272	-8,129	-1,040	-3,713
2873621,155	-8,129	-0,901	-3,901
2873626,038	-8,020	-1,040	-3,851
2873630,920	-8,109	-1,030	-3,960
2873635,803	-8,099	-0,950	-3,782
2873640,686	-8,040	-0,950	-3,723
2873645,569	-8,030	-0,980	-3,950
2873650,452	-8,099	-1,099	-3,851
2873655,334	-8,050	-1,030	-3,921
2873660,217	-8,020	-1,109	-3,851
2873665,100	-8,139	-1,089	-3,931
2873669,983	-8,089	-0,960	-3,812
2873674,866	-8,020	-0,931	-3,772
2873679,749	-8,040	-1,000	-3,911
2873684,631	-8,129	-1,000	-3,842
2873689,514	-8,188	-1,089	-3,970
2873694,397	-8,139	-0,970	-3,891
2873699,280	-7,990	-1,059	-3,950
2873704,163	-8,139	-0,990	-3,881
2873709,045	-8,158	-1,000	-3,901
2873713,928	-8,168	-1,059	-3,931
2873718,811	-8,089	-1,099	-3,792
2873723,694	-8,149	-0,941	-4,010
2873728,577	-7,980	-0,990	-3,772
2873733,459	-8,089	-1,010	-3,683
2873738,342	-8,050	-1,040	-3,842
2873743,225	-8,109	-1,139	-3,782
2873748,108	-8,079	-0,960	-3,762
2873752,991	-8,149	-0,980	-3,693
2873757,874	-7,970	-1,059	-3,842
2873762,756	-8,089	-0,980	-3,703
2873767,639	-8,059	-1,020	-3,931
2873772,522	-8,228	-0,950	-3,822
2873777,405	-7,990	-1,059	-3,861
2873782,288	-8,050	-1,089	-3,871
2873787,170	-8,059	-1,069	-3,950
2873792,053	-8,139	-1,010	-3,832
2873796,936	-8,139	-0,931	-3,713
2873801,819	-8,040	-1,050	-3,822
2873806,702	-8,188	-1,109	-3,752
2873811,584	-7,950	-1,020	-3,990
2873816,467	-8,129	-1,030	-3,713
2873821,350	-7,990	-1,000	-3,970
2873826,233	-8,040	-1,030	-3,812
2873831,116	-8,079	-1,010	-3,782
2873835,999	-8,010	-0,980	-3,901
2873840,881	-8,188	-0,980	-3,822
2873845,764	-8,168	-0,941	-3,703
2873850,647	-8,030	-1,069	-3,812
2873855,530	-8,218	-1,020	-3,693
2873860,413	-8,119	-1,000	-3,743
2873865,295	-8,119	-0,921	-3,881
2873870,178	-8,089	-1,139	-3,782
2873875,061	-7,950	-0,851	-3,881
2873879,944	-8,069	-1,040	-3,871
2873884,827	-8,109	-0,881	-3,950
2873889,709	-7,960	-1,089	-3,911
2873894,592	-8,109	-0,881	-3,931
2873899,475	-7,960	-1,327	-3,455
2873904,358	-8,158	-1,069	-3,683
2873909,241	-8,119	-1,010	-3,792
2873914,124	-7,911	-1,079	-3,802
2873919,006	-8,030	-0,950	-3,881
2873923,889	-8,149	-0,970	-3,911
2873928,772	-8,079	-1,010	-3,881
2873933,655	-8,119	-1,119	-3,970
2873938,538	-8,228	-1,000	-3,772
2873943,420	-8,069	-1,020	-3,861
2873948,303	-8,109	-1,089	-3,950
2873953,186	-8,089	-0,911	-3,832
2873958,069	-8,158	-0,901	-3,772
2873962,952	-8,139	-1,010	-3,881
2873967,834	-8,158	-1,079	-3,921
2873972,717	-8,089	-0,921	-3,861
2873977,600	-8,059	-1,059	-3,723
2873982,483	-8,020	-1,059	-3,762
2873987,366	-7,950	-1,050	-3,733
2873992,249	-8,059	-0,970	-3,723
2873997,131	-8,030	-1,030	-4,050
2874002,014	-8,149	-1,079	-3,772
2874006,897	-8,099	-1,040	-3,931
2874011,780	-8,208	-1,020	-3,980
2874016,663	-8,287	-1,079	-3,921
2874021,545	-8,129	-1,050	-3,782
2874026,428	-8,050	-1,040	-3,832
2874031,311	-8,139	-1,059	-3,752
2874036,194	-8,069	-0,990	-3,634
2874041,077	-8,059	-0,970	-3,842
2874045,959	-8,020	-1,020	-3,812
2874050,842	-8,139	-1,030	-3,782
2874055,725	-8,198	-1,010	-3,851
2874060,608	-8,158	-0,960	-3,792
2874065,491	-8,069	-1,000	-3,802
2874070,374	-8,158	-0,990	-3,832
2874075,256	-8,089	-1,059	-3,871
2874080,139	-8,020	-1,089	-3,812
2874085,022	-8,149	-0,891	-3,822
2874089,905	-8,119	-1,050	-3,752
2874094,788	-8,059	-1,030	-3,792
2874099,670	-7,990	-1,040	-3,891
2874104,553	-8,099	-1,000	-3,743
2874109,436	-7,980	-1,040	-3,812
2874114,319	-8,109	-0,792	-3,802
2874119,202	-7,980	-1,010	-3,950
2874124,084	-8,139	-1,059	-3,703
2874128,967	-8,010	-1,069	-3,752
2874133,850	-8,040	-1,040	-3,772
2874138,733	-8,149	-1,158	-3,871
2874143,616	-8,020	-1,040	-3,802
2874148,499	-8,040	-0,921	-3,693
2874153,381	-8,158	-1,030	-3,802
2874158,264	-8,119	-1,050	-3,822
2874163,147	-8,208	-1,099	-3,941
2874168,030	-8,158	-0,980	-3,851
2874172,913	-8,040	-1,030	-3,772
2874177,795	-8,030	-0,931	-3,733
2874182,678	-8,059	-1,040	-3,723
2874187,561	-8,119	-1,000	-3,703
2874192,444	-8,139	-1,010	-3,980
2874197,327	-8,040	-1,208	-3,990
2874202,209	-7,950	-1,168	-3,733
2874207,092	-8,000	-0,980	-3,792
2874211,975	-7,990	-1,000	-3,941
2874216,858	-8,030	-1,079	-3,921
2874221,741	-8,099	-0,941	-3,950
2874226,624	-8,059	-1,079	-3,970
2874231,506	-7,990	-1,089	-3,842
2874236,389	-8,158	-1,030	-3,733
2874241,272	-8,010	-1,030	-3,733
2874246,155	-8,030	-1,030	-3,931
2874251,038	-8,178	-0,980	-3,782
2874255,920	-7,931	-1,050	-3,832
2874260,803	-8,059	-0,921	-3,842
2874265,686	-7,990	-0,861	-3,842
2874270,569	-8,030	-0,881	-3,861
2874275,452	-8,109	-1,020	-3,743
2874280,334	-8,089	-1,020	-3,822
2874285,217	-8,158	-1,099	-3,832
2874290,100	-8,020	-0,990	-3,941
2874294,983	-8,129	-0,960	-3,733
2874299,866	-8,010	-0,980	-3,851
2874304,749	-8,129	-0,941	-3,802
2874309,631	-8,158	-1,040	-3,921
2874314,514	-8,208	-0,941	-3,960
2874319,397	-8,139	-0,960	-3,713
2874324,280	-8,020	-1,010	-3,911
2874329,163	-8,109	-0,970	-3,960
2874334,045	-8,149	-0,931	-3,723
2874338,928	-8,069	-1,010	-3,713
2874343,811	-8,079	-1,000	-3,861
2874348,694	-8,050	-0,990	-3,901
2874353,577	-8,158	-1,000	-3,772
2874358,459	-8,099	-1,010	-3,752
2874363,342	-8,050	-1,158	-3,752
2874368,225	-8,010	-0,970	-4,030
2874373,108	-8,158	-0,980	-3,881
2874377,991	-8,059	-0,950	-3,861
2874382,874	-8,129	-0,911	-3,861
2874387,756	-8,089	-0,960	-3,782
2874392,639	-8,000	-0,950	-3,851
2874397,522	-8,139	-1,030	-3,812
2874402,405	-8,168	-1,129	-3,851
2874407,288	-8,129	-0,990	-3,851
2874412,170	-8,109	-1,030	-3,842
2874417,053	-8,129	-1,030	-3,723
2874421,936	-8,149	-1,010	-4,010
2874426,819	-8,030	-1,119	-3,842
2874431,702	-8,129	-1,050	-4,000
2874436,584	-8,178	-0,931	-3,782
2874441,467	-8,109	-1,050	-3,802
2874446,350	-8,050	-1,020	-3,812
2874451,233	-8,139	-0,931	-3,980
2874456,116	-8,030	-1,030	-3,861
2874460,999	-8,109	-1,099	-3,871
2874465,881	-8,158	-0,941	-3,832
2874470,764	-8,228	-1,010	-3,822
2874475,647	-8,119	-0,980	-3,941
2874480,530	-8,099	-0,990	-3,901
2874485,413	-8,069	-0,970	-3,802
2874490,295	-8,050	-0,990	-3,950
2874495,178	-8,000	-0,950	-3,941
2874500,061	-7,921	-1,040	-3,881
2874504,944	-8,040	-1,030	-3,792
2874509,827	-8,129	-0,980	-3,901
2874514,709	-8,000	-1,050	-3,752
2874519,592	-8,089	-0,980	-3,901
2874524,475	-8,198	-1,079	-3,881
2874529,358	-8,158	-1,069	-3,723
2874534,241	-8,129	-0,950	-3,733
2874539,124	-8,099	-1,149	-3,881
2874544,006	-8,069	-0,980	-3,881
2874548,889	-8,050	-1,020	-3,891
2874553,772	-8,168	-1,010	-3,851
2874558,655	-8,248	-1,000	-3,723
2874563,538	-8,139	-0,931	-3,851
2874568,420	-8,178	-0,941	-3,733
2874573,303	-8,079	-1,020	-3,861
2874578,186	-8,139	-1,109	-3,891
2874583,069	-8,119	-0,990	-3,822
2874587,952	-8,089	-0,980	-3,861
2874592,834	-8,188	-1,000	-3,782
2874597,717	-8,079	-0,921	-3,832
2874602,600	-8,000	-0,941	-3,891
2874607,483	-8,059	-1,069	-3,812
2874612,366	-8,218	-1,129	-3,792
2874617,249	-8,030	-1,050	-3,762
2874622,131	-7,950	-1,010	-4,287
2874627,014	-8,040	-1,020	-3,822
2874631,897	-8,238	-0,931	-3,950
2874636,780	-8,109	-1,099	-3,990
2874641,663	-8,228	-1,020	-3,733
2874646,545	-8,020	-1,089	-3,733
2874651,428	-8,079	-1,000	-3,743
2874656,311	-8,158	-1,099	-3,802
2874661,194	-8,287	-1,168	-3,970
2874666,077	-8,059	-0,990	-3,822
2874670,959	-8,139	-0,911	-3,842
2874675,842	-8,129	-1,099	-3,752
2874680,725	-8,218	-1,069	-3,861
2874685,608	-8,079	-1,050	-3,802
2874690,491	-8,040	-0,901	-3,851
2874695,374	-8,149	-0,901	-3,762
2874700,256	-8,099	-1,000	-3,851
2874705,139	-7,960	-0,990	-3,881
2874710,022	-8,366	-1,139	-3,891
2874714,905	-8,337	-1,772	-3,673
2874719,788	-7,762	-2,782	-2,663
2874724,670	-7,970	-1,050	-2,218
2874729,553	-8,198	0,020	-5,723
2874734,436	-8,059	-0,347	-5,010
2874739,319	-8,129	-0,356	-4,663
2874744,202	-8,158	-1,020	-3,881
2874749,084	-8,208	-1,020	-3,782
2874753,967	-7,990	-2,673	-3,792
2874758,850	-7,950	-1,139	-3,396
2874763,733	-7,891	-0,178	-3,960
2874768,616	-8,119	-1,158	-4,139
2874773,499	-8,099	-0,802	-3,861
2874778,381	-7,960	-0,950	-3,941
2874783,264	-8,030	-0,752	-3,832
2874788,147	-8,040	-0,663	-3,832
2874793,030	-8,010	-0,980	-3,851
2874797,913	-8,119	-0,921	-3,891
2874802,795	-8,059	-0,752	-3,901
2874807,678	-8,168	-0,594	-3,861
2874812,561	-8,069	-0,822	-3,772
2874817,444	-8,168	-0,960	-3,802
2874822,327	-8,139	-1,059	-3,733
2874827,209	-7,861	-0,931	-3,881
2874832,092	-8,099	-0,950	-3,782
2874836,975	-8,079	-1,109	-3,802
2874841,858	-8,040	-0,980	-3,822
2874846,741	-8,119	-0,970	-3,653
2874851,624	-8,188	-0,931	-3,832
2874856,506	-8,059	-0,970	-3,792
2874861,389	-8,020	-1,149	-3,911
2874866,272	-8,089	-0,891	-3,733
2874871,155	-8,030	-0,960	-3,574
2874876,038	-8,079	-1,010	-3,822
2874880,920	-8,228	-0,782	-3,931
2874885,803	-8,178	-0,990	-4,139
2874890,686	-8,099	-0,960	-4,079
2874895,569	-8,149	-1,139	-4,030
2874900,452	-8,040	-0,901	-4,178
2874905,334	-8,059	-0,386	-4,604
2874910,217	-8,139	-0,673	-4,762
2874915,100	-9,356	-0,455	-4,356
2874919,983	-9,455	-0,436	-3,960
2874924,866	-8,802	-0,822	-3,604
2874929,749	-8,059	1,297	-4,257
2874934,631	-8,861	0,267	-3,653
2874939,514	-9,257	-0,564	-4,010
2874944,397	-9,366	-0,733	-4,861
2874949,280	-9,327	-0,584	-4,752
2874954,163	-9,525	-0,416	-4,525
2874959,045	-9,089	-0,337	-4,010
2874963,928	-9,376	-0,158	-4,238
2874968,811	-8,307	0,446	-3,980
2874973,694	-9,683	-0,010	-3,604
2874978,577	-9,851	0,050	-3,901
2874983,459	-9,059	0,495	-4,168
2874988,342	-9,327	0,525	-4,218
2874993,225	-9,089	1,069	-4,099
2874998,108	-8,980	1,446	-4,050
2875002,991	-8,693	1,475	-4,000
2875007,874	-9,020	1,703	-3,733
2875012,756	-8,426	1,743	-3,812
2875017,639	-7,762	1,644	-4,119
2875022,522	-7,990	1,604	-3,772
2875027,405	-7,505	1,941	-3,752
2875032,288	-7,356	2,248	-3,297
2875037,170	-6,554	2,465	-3,634
2875042,053	-6,505	2,495	-3,792
2875046,936	-6,317	2,663	-3,713
2875051,819	-6,257	2,574	-3,832
2875056,702	-6,158	2,970	-4,168
2875061,584	-5,327	3,297	-4,257
2875066,467	-4,990	3,109	-3,762
2875071,350	-5,832	2,535	-4,950
2875076,233	-5,693	3,119	-4,485
2875081,116	-5,515	3,436	-4,495
2875085,999	-5,723	3,485	-4,010
2875090,881	-5,782	3,792	-3,644
2875095,764	-5,554	4,050	-3,703
2875100,647	-5,584	4,396	-3,762
2875105,530	-5,772	4,851	-3,713
2875110,413	-5,564	5,178	-3,525
2875115,295	-5,436	5,228	-3,257
2875120,178	-5,317	5,713	-3,406
2875125,061	-5,366	5,455	-3,485
2875129,944	-5,257	5,950	-3,416
2875134,827	-4,990	5,772	-3,099
2875139,709	-4,832	5,901	-3,238
2875144,592	-4,436	6,218	-3,059
2875149,475	-1,921	4,723	-1,614
2875154,358	-3,158	4,634	-0,723
2875159,241	-5,416	6,168	-5,871
2875164,124	1,782	1,525	1,881
2875169,006	-4,594	6,198	-8,673
2875173,889	-3,366	5,861	-4,079
2875178,772	-3,158	5,594	-3,832
2875183,655	-3,683	6,673	-4,347
2875188,538	-4,178	7,040	-4,158
2875193,420	-3,020	6,584	-3,842
2875198,303	-3,228	6,277	-3,901
2875203,186	-3,644	6,634	-3,792
2875208,069	-3,168	6,396	-3,733
2875212,952	-3,515	8,317	-4,287
2875217,834	-3,812	7,644	-4,436
2875222,717	-2,881	6,931	-3,624
2875227,600	-3,366	8,475	-3,347
2875232,483	-2,723	7,683	-3,842
2875237,366	-3,089	7,802	-3,000
2875242,249	-2,604	8,703	-3,574
2875247,131	-2,040	7,089	-3,901
2875252,014	-2,347	6,832	-2,950
2875256,897	-3,396	8,594	-3,752
2875261,780	-4,079	9,307	-3,426
2875266,663	-1,218	6,713	-3,178
2875271,545	-1,515	8,277	-3,079
2875276,428	-0,574	5,010	-4,446
2875281,311	-2,000	8,238	-2,515
2875286,194	-3,515	12,535	-4,277
2875291,077	-2,376	10,069	-3,416
2875295,959	0,614	4,426	-3,050
2875300,842	0,149	4,356	-3,881
2875305,725	-1,663	8,020	-3,168
2875310,608	0,693	2,178	-3,545
2875315,491	-1,970	8,970	-1,287
2875320,374	0,109	3,861	-6,109
2875325,256	-0,376	6,020	-2,970
2875330,139	-1,257	10,525	-3,970
2875335,022	-13,030	19,812	-2,069
2875339,905	0,832	8,158	-3,505
2875344,788	4,188	8,525	-4,901
2875349,670	1,495	7,099	-4,158
2875354,553	0,901	5,960	-6,485
2875359,436	0,079	7,733	-5,594
2875364,319	3,178	7,416	-5,337
2875369,202	1,723	7,693	-3,861
2875374,084	0,495	6,545	-2,030
2875378,967	1,931	9,347	-5,228
2875383,850	1,475	10,198	-5,980
2875388,733	-2,891	12,317	-10,545
2875393,616	2,624	7,693	-3,574
2875398,499	1,812	8,505	-4,554
2875403,381	1,089	8,802	-3,535
2875408,264	1,099	8,713	-3,634
2875413,147	1,436	8,505	-3,723
2875418,030	1,703	8,337	-4,089
2875422,913	1,545	8,416	-4,119
2875427,795	1,653	8,584	-4,228
2875432,678	1,703	8,802	-4,109
2875437,561	1,485	8,713	-4,059
2875442,444	1,455	8,634	-4,149
2875447,327	1,337	8,525	-4,297
2875452,209	1,406	8,515	-4,683
2875457,092	1,376	8,624	-4,426
2875461,975	1,822	8,356	-4,762
2875466,858	1,683	8,653	-4,505
2875471,741	0,139	9,515	-4,248
2875476,624	1,317	8,713	-4,257
2875481,506	1,287	8,822	-4,248
2875486,389	1,406	8,752	-4,257
2875491,272	1,347	8,564	-4,693
2875496,155	1,624	8,614	-4,307
2875501,038	1,545	8,644	-4,436
2875505,920	1,604	8,743	-4,277
2875510,803	1,446	8,792	-4,356
2875515,686	1,525	8,713	-4,248
2875520,569	2,812	7,970	-5,426
2875525,452	1,564	8,416	-4,861
2875530,334	1,485	8,406	-4,901
2875535,217	1,941	8,851	-4,178
2875540,100	1,752	8,436	-4,317
2875544,983	2,020	8,842	-4,366
2875549,866	1,812	8,604	-4,416
2875554,749	1,792	8,713	-4,485
2875559,631	1,644	8,525	-4,535
2875564,514	1,762	8,693	-4,505
2875569,397	1,693	8,713	-4,713
2875574,280	1,723	8,683	-4,495
2875579,163	1,653	8,782	-4,574
2875584,045	1,545	8,733	-4,594
2875588,928	1,634	8,693	-4,307
2875593,811	1,634	8,733	-4,376
2875598,694	1,663	8,673	-4,376
2875603,577	1,525	8,554	-4,515
2875608,459	1,733	8,683	-4,564
2875613,342	1,673	8,752	-4,812
2875618,225	1,604	8,673	-4,525
2875623,108	1,465	8,713	-4,465
2875627,991	1,554	8,762	-4,347
2875632,874	1,634	8,663	-4,693
2875637,756	1,574	8,624	-4,564
2875642,639	1,604	8,743	-4,762
2875647,522	1,574	8,475	-4,723
2875652,405	1,604	8,733	-4,564
2875657,288	1,495	8,663	-4,307
2875662,170	1,564	8,624	-4,287
2875667,053	1,564	8,782	-4,267
2875671,936	1,960	8,208	-4,495
2875676,819	1,366	8,693	-4,634
2875681,702	1,644	8,723	-4,446
2875686,584	1,545	8,564	-4,010
2875691,467	1,436	8,604	-4,079
2875696,350	1,416	8,842	-4,356
