Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1	Shimmer1
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Gyroscope X	Gyroscope Y	Gyroscope Z
CAL	CAL	CAL	CAL	CAL	CAL	CAL
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	deg/sec	deg/sec	deg/sec
3539157,288	-0,950	3,911	3,921	14,652	-34,432	-21,978
3539162,170	-1,050	3,881	3,980	14,652	-34,432	-21,978
3539167,053	-0,980	3,960	3,772	14,652	-34,432	-21,978
3539171,936	-1,267	4,238	3,584	14,652	-34,432	-21,978
3539176,819	-0,931	4,129	3,762	14,652	-34,432	-21,978
3539181,702	-0,861	3,980	3,842	14,652	-34,432	-21,978
3539186,584	-0,772	3,723	3,911	14,652	-34,432	-21,978
3539191,467	-1,020	3,970	3,772	14,652	-34,432	-21,978
3539196,350	-0,911	3,673	3,713	14,652	-34,432	-21,978
3539201,233	-1,069	3,663	3,752	14,652	-34,432	-21,978
3539206,116	-1,119	3,743	3,743	14,652	-34,432	-21,978
3539210,999	-0,970	3,752	3,663	14,652	-34,432	-21,978
3539215,881	-1,168	3,891	3,842	14,652	-34,432	-21,978
3539220,764	-1,040	3,822	3,723	14,652	-34,432	-21,978
3539225,647	-1,000	3,941	3,861	14,652	-34,432	-21,978
3539230,530	-0,990	3,693	3,743	14,652	-34,432	-21,978
3539235,413	-0,832	3,733	3,733	14,652	-34,432	-21,978
3539240,295	-1,089	3,772	3,554	14,652	-34,432	-21,978
3539245,178	-1,000	3,723	3,416	14,652	-34,432	-21,978
3539250,061	-0,891	3,931	3,644	14,652	-34,432	-21,978
3539254,944	-1,020	3,960	3,624	14,652	-34,432	-21,978
3539259,827	-0,861	4,000	3,950	14,652	-34,432	-21,978
3539264,709	-0,812	4,059	3,970	14,652	-34,432	-21,978
3539269,592	-0,822	3,950	4,079	14,652	-34,432	-21,978
3539274,475	-0,881	3,960	4,020	14,652	-34,432	-21,978
3539279,358	-0,762	3,851	4,010	14,652	-34,432	-21,978
3539284,241	-0,802	3,871	3,782	14,652	-34,432	-21,978
3539289,124	-0,970	4,020	3,832	14,652	-34,432	-21,978
3539294,006	-0,802	3,941	3,792	14,652	-34,432	-21,978
3539298,889	-0,871	3,782	3,901	14,652	-34,432	-21,978
3539303,772	-0,891	4,020	3,762	14,652	-34,432	-21,978
3539308,655	-0,921	3,970	3,960	14,652	-34,432	-21,978
3539313,538	-0,842	3,901	3,881	14,652	-34,432	-21,978
3539318,420	-0,950	4,040	3,822	14,652	-34,432	-21,978
3539323,303	-0,861	3,941	3,950	14,652	-34,432	-21,978
3539328,186	-0,871	3,960	3,792	14,652	-34,432	-21,978
3539333,069	-0,950	3,891	3,980	14,652	-34,432	-21,978
3539337,952	-0,990	3,931	4,178	14,652	-34,432	-21,978
3539342,834	-0,822	3,901	4,109	14,652	-34,432	-21,978
3539347,717	-1,030	3,851	3,950	14,652	-34,432	-21,978
3539352,600	-0,921	3,812	3,901	14,652	-34,432	-21,978
3539357,483	-0,921	3,960	3,752	14,652	-34,432	-21,978
3539362,366	-0,921	3,743	3,743	14,652	-34,432	-21,978
3539367,249	-0,931	3,772	3,842	14,652	-34,432	-21,978
3539372,131	-0,851	3,782	3,772	14,652	-34,432	-21,978
3539377,014	-0,980	3,723	3,782	14,652	-34,432	-21,978
3539381,897	-0,842	3,802	3,881	14,652	-34,432	-21,978
3539386,780	-0,663	3,931	3,960	14,652	-34,432	-21,978
3539391,663	-0,812	3,921	3,802	14,652	-34,432	-21,978
3539396,545	-0,861	3,970	3,891	14,652	-34,432	-21,978
3539401,428	-0,812	3,941	3,931	14,652	-34,432	-21,978
3539406,311	-0,941	4,059	3,891	14,652	-34,432	-21,978
3539411,194	-0,980	4,099	3,624	14,652	-34,432	-21,978
3539416,077	-1,020	3,861	3,644	14,652	-34,432	-21,978
3539420,959	-0,891	3,980	3,743	14,652	-34,432	-21,978
3539425,842	-1,089	3,911	3,564	14,652	-34,432	-21,978
3539430,725	-0,941	3,911	3,673	14,652	-34,432	-21,978
3539435,608	-0,891	3,812	3,861	14,652	-34,432	-21,978
3539440,491	-0,851	3,842	3,950	14,652	-34,432	-21,978
3539445,374	-0,772	3,891	3,980	14,652	-34,432	-21,978
3539450,256	-0,950	3,941	3,881	14,652	-34,432	-21,978
3539455,139	-0,842	3,861	4,079	14,652	-34,432	-21,978
3539460,022	-0,960	3,891	3,931	14,652	-34,432	-21,978
3539464,905	-0,861	3,782	3,851	14,652	-34,432	-21,978
3539469,788	-0,782	3,851	3,822	14,652	-34,432	-21,978
3539474,670	-0,822	3,980	3,634	14,652	-34,432	-21,978
3539479,553	-0,743	3,812	3,743	14,652	-34,432	-21,978
3539484,436	-0,812	3,891	3,485	14,652	-34,432	-21,978
3539489,319	-0,901	3,733	3,495	14,652	-34,432	-21,978
3539494,202	-0,812	3,713	3,426	14,652	-34,432	-21,978
3539499,084	-0,950	3,802	3,832	14,652	-34,432	-21,978
3539503,967	-0,822	3,822	3,752	14,652	-34,432	-21,978
3539508,850	-0,911	3,901	3,802	14,652	-34,432	-21,978
3539513,733	-0,960	3,921	3,931	14,652	-34,432	-21,978
3539518,616	-0,901	3,941	3,842	14,652	-34,432	-21,978
3539523,499	-0,792	3,941	3,792	14,652	-34,432	-21,978
3539528,381	-1,069	3,842	3,297	14,652	-34,432	-21,978
3539533,264	-0,832	3,931	3,693	14,652	-34,432	-21,978
3539538,147	-0,911	3,881	3,653	14,652	-34,432	-21,978
3539543,030	-0,832	4,030	3,812	14,652	-34,432	-21,978
3539547,913	-0,733	3,891	3,505	14,652	-34,432	-21,978
3539552,795	-0,762	3,752	3,683	14,652	-34,432	-21,978
3539557,678	-0,386	3,950	3,842	14,652	-34,432	-21,978
3539562,561	-0,851	3,931	3,723	14,652	-34,432	-21,978
3539567,444	-0,871	4,059	3,842	14,652	-34,432	-21,978
3539572,327	-0,653	4,257	3,881	14,652	-34,432	-21,978
3539577,209	-0,792	4,020	3,851	14,652	-34,432	-21,978
3539582,092	-0,733	3,911	3,911	14,652	-34,432	-21,978
3539586,975	-0,822	3,772	3,762	14,652	-34,432	-21,978
3539591,858	-0,723	3,792	3,693	14,652	-34,432	-21,978
3539596,741	-0,713	3,762	3,624	14,652	-34,432	-21,978
3539601,624	-0,822	3,960	3,564	14,652	-34,432	-21,978
3539606,506	-0,861	3,911	3,554	14,652	-34,432	-21,978
3539611,389	-0,812	3,812	3,752	14,652	-34,432	-21,978
3539616,272	-0,802	3,792	3,842	14,652	-34,432	-21,978
3539621,155	-0,861	3,752	3,733	14,652	-34,432	-21,978
3539626,038	-0,970	3,792	3,842	14,652	-34,432	-21,978
3539630,920	-0,673	3,762	3,950	14,652	-34,432	-21,978
3539635,803	-0,792	3,901	3,990	14,652	-34,432	-21,978
3539640,686	-0,782	3,871	3,931	14,652	-34,432	-21,978
3539645,569	-0,733	3,812	4,109	14,652	-34,432	-21,978
3539650,452	-0,842	3,851	3,980	14,652	-34,432	-21,978
3539655,334	-0,782	3,861	3,871	14,652	-34,432	-21,978
3539660,217	-0,663	3,723	3,723	14,652	-34,432	-21,978
3539665,100	-0,743	3,891	3,693	14,652	-34,432	-21,978
3539669,983	-0,752	3,822	3,594	14,652	-34,432	-21,978
3539674,866	-0,782	3,703	3,792	14,652	-34,432	-21,978
3539679,749	-0,842	3,941	3,762	14,652	-34,432	-21,978
3539684,631	-0,792	3,842	3,822	14,652	-34,432	-21,978
3539689,514	-0,782	3,881	3,653	14,652	-34,432	-21,978
3539694,397	-0,842	3,941	3,822	14,652	-34,432	-21,978
3539699,280	-0,802	3,990	3,812	14,652	-34,432	-21,978
3539704,163	-0,891	4,109	3,871	14,652	-34,432	-21,978
3539709,045	-0,861	3,861	3,950	14,652	-34,432	-21,978
3539713,928	-0,802	4,020	3,980	14,652	-34,432	-21,978
3539718,811	-0,644	3,931	4,050	14,652	-34,432	-21,978
3539723,694	-0,792	3,891	3,990	14,652	-34,432	-21,978
3539728,577	-0,693	3,881	3,941	14,652	-34,432	-21,978
3539733,459	-0,723	3,921	3,911	14,652	-34,432	-21,978
3539738,342	-0,723	3,851	3,723	14,652	-34,432	-21,978
3539743,225	-0,782	3,802	3,743	14,652	-34,432	-21,978
3539748,108	-0,772	4,020	3,901	14,652	-34,432	-21,978
3539752,991	-0,752	4,000	4,059	14,652	-34,432	-21,978
3539757,874	-0,762	3,931	3,941	14,652	-34,432	-21,978
3539762,756	-0,812	4,020	3,802	14,652	-34,432	-21,978
3539767,639	-0,703	3,970	3,673	14,652	-34,432	-21,978
3539772,522	-0,911	3,881	3,772	14,652	-34,432	-21,978
3539777,405	-0,861	3,941	3,802	14,652	-34,432	-21,978
3539782,288	-0,772	3,960	3,980	14,652	-34,432	-21,978
3539787,170	-0,990	3,871	4,030	14,652	-34,432	-21,978
3539792,053	-0,861	3,822	3,911	14,652	-34,432	-21,978
3539796,936	-0,822	3,980	3,901	14,652	-34,432	-21,978
3539801,819	-0,832	3,851	3,653	14,652	-34,432	-21,978
3539806,702	-0,861	4,050	3,752	14,652	-34,432	-21,978
3539811,584	-0,673	3,960	3,950	14,652	-34,432	-21,978
3539816,467	-0,812	3,970	3,871	14,652	-34,432	-21,978
3539821,350	-0,842	3,812	3,644	14,652	-34,432	-21,978
3539826,233	-0,881	3,762	3,465	14,652	-34,432	-21,978
3539831,116	-0,861	3,980	3,733	14,652	-34,432	-21,978
3539835,999	-0,891	4,020	3,851	14,652	-34,432	-21,978
3539840,881	-0,614	3,911	3,901	14,652	-34,432	-21,978
3539845,764	-0,772	3,891	4,040	14,652	-34,432	-21,978
3539850,647	-0,782	3,842	4,020	14,652	-34,432	-21,978
3539855,530	-0,762	3,911	3,782	14,652	-34,432	-21,978
3539860,413	-0,723	3,901	3,653	14,652	-34,432	-21,978
3539865,295	-0,743	3,990	3,624	14,652	-34,432	-21,978
3539870,178	-0,723	3,921	3,703	14,652	-34,432	-21,978
3539875,061	-0,703	3,901	3,881	14,652	-34,432	-21,978
3539879,944	-0,713	4,050	3,941	14,652	-34,432	-21,978
3539884,827	-0,881	3,733	3,663	14,652	-34,432	-21,978
3539889,709	-0,822	3,842	4,208	14,652	-34,432	-21,978
3539894,592	-0,832	3,931	3,931	14,652	-34,432	-21,978
3539899,475	-0,535	3,970	3,564	14,652	-34,432	-21,978
3539904,358	-0,931	4,030	4,089	14,652	-34,432	-21,978
3539909,241	-0,782	3,901	3,861	14,652	-34,432	-21,978
3539914,124	-0,871	4,149	3,792	14,652	-34,432	-21,978
3539919,006	-0,842	3,733	3,693	14,652	-34,432	-21,978
3539923,889	-0,733	4,069	3,733	14,652	-34,432	-21,978
3539928,772	-0,822	3,851	3,505	14,652	-34,432	-21,978
3539933,655	-0,782	3,832	3,614	14,652	-34,432	-21,978
3539938,538	-1,000	4,317	3,564	14,652	-34,432	-21,978
3539943,420	-0,782	4,059	3,634	14,652	-34,432	-21,978
3539948,303	-0,752	4,020	3,871	14,652	-34,432	-21,978
3539953,186	-0,713	3,980	3,891	14,652	-34,432	-21,978
3539958,069	-0,683	4,158	3,792	14,652	-34,432	-21,978
3539962,952	-0,832	3,970	3,931	14,652	-34,432	-21,978
3539967,834	-0,653	3,980	4,069	14,652	-34,432	-21,978
3539972,717	-0,713	3,950	4,168	14,652	-34,432	-21,978
3539977,600	-0,752	3,980	4,238	14,652	-34,432	-21,978
3539982,483	-0,713	4,010	4,178	14,652	-34,432	-21,978
3539987,366	-0,782	4,000	3,960	14,652	-34,432	-21,978
3539992,249	-0,881	4,010	3,881	14,652	-34,432	-21,978
3539997,131	-0,762	3,832	3,970	14,652	-34,432	-21,978
3540002,014	-0,743	3,842	3,574	14,652	-34,432	-21,978
3540006,897	-0,812	3,683	3,594	14,652	-34,432	-21,978
3540011,780	-0,921	3,752	3,307	14,652	-34,432	-21,978
3540016,663	-0,871	3,822	3,485	14,652	-34,432	-21,978
3540021,545	-0,772	3,990	3,673	14,652	-34,432	-21,978
3540026,428	-0,644	4,010	3,584	14,652	-34,432	-21,978
3540031,311	-0,733	3,743	3,851	14,652	-34,432	-21,978
3540036,194	-0,812	3,733	3,861	14,652	-34,432	-21,978
3540041,077	-0,851	4,000	3,891	14,652	-34,432	-21,978
3540045,959	-0,713	3,911	3,733	14,652	-34,432	-21,978
3540050,842	-0,861	3,990	4,010	14,652	-34,432	-21,978
3540055,725	-0,733	3,931	3,762	14,652	-34,432	-21,978
3540060,638	-0,762	3,960	3,950	14,652	-34,432	-21,978
3540065,491	-0,693	3,931	3,911	14,652	-34,432	-21,978
3540070,374	-0,743	3,842	4,079	14,652	-34,432	-21,978
3540075,256	-0,901	3,931	3,851	14,652	-34,432	-21,978
3540080,139	-0,624	3,931	4,069	14,652	-34,432	-21,978
3540085,022	-0,733	3,832	4,257	14,652	-34,432	-21,978
3540089,905	-0,782	3,891	4,208	14,652	-34,432	-21,978
3540094,788	-0,594	3,950	4,149	14,652	-34,432	-21,978
3540099,670	-0,673	3,851	4,000	14,652	-34,432	-21,978
3540104,553	-0,703	3,772	4,040	14,652	-34,432	-21,978
3540109,436	-0,663	3,842	3,861	14,652	-34,432	-21,978
3540114,319	-0,614	3,713	3,703	14,652	-34,432	-21,978
3540119,202	-0,574	3,822	3,950	14,652	-34,432	-21,978
3540124,084	-0,614	3,901	3,762	14,652	-34,432	-21,978
3540128,967	-0,713	3,832	3,683	14,652	-34,432	-21,978
3540133,850	-0,574	3,733	3,743	14,652	-34,432	-21,978
3540138,733	-0,594	3,970	3,871	14,652	-34,432	-21,978
3540143,616	-0,713	3,663	4,000	14,652	-34,432	-21,978
3540148,499	-0,525	3,851	4,149	14,652	-34,432	-21,978
3540153,381	-0,554	3,802	4,069	14,652	-34,432	-21,978
3540158,264	-0,723	3,980	4,050	14,652	-34,432	-21,978
3540163,147	-0,495	3,950	4,267	14,652	-34,432	-21,978
3540168,030	-0,564	3,772	4,109	14,652	-34,432	-21,978
3540172,913	-0,525	3,881	4,277	14,652	-34,432	-21,978
3540177,795	-0,356	3,743	4,129	14,652	-34,432	-21,978
3540182,678	-0,446	3,851	4,307	14,652	-34,432	-21,978
3540187,561	-0,693	3,822	4,347	14,652	-34,432	-21,978
3540192,444	-0,426	3,881	4,089	14,652	-34,432	-21,978
3540197,327	-0,099	3,327	4,208	14,652	-34,432	-21,978
3540202,209	0,218	3,554	4,455	14,652	-34,432	-21,978
3540207,092	-0,376	3,574	4,050	14,652	-34,432	-21,978
3540211,975	-0,119	3,861	4,030	14,652	-34,432	-21,978
3540216,858	0,069	3,960	4,168	14,652	-34,432	-21,978
3540221,741	0,000	4,020	4,792	14,652	-34,432	-21,978
3540226,624	0,822	3,703	4,772	14,652	-34,432	-21,978
3540231,506	0,277	3,772	4,416	14,652	-34,432	-21,978
3540236,420	0,396	3,574	4,386	14,652	-34,432	-21,978
3540241,272	0,455	3,733	4,000	14,652	-34,432	-21,978
3540246,155	0,277	4,158	4,030	14,652	-34,432	-21,978
3540251,038	0,614	4,287	3,653	14,652	-34,432	-21,978
3540255,920	0,693	4,554	3,594	14,652	-34,432	-21,978
3540260,803	0,842	4,495	3,614	14,652	-34,432	-21,978
3540265,686	1,050	4,446	4,000	14,652	-34,432	-21,978
3540270,569	1,099	4,475	3,792	14,652	-34,432	-21,978
3540275,452	1,178	4,040	3,366	14,652	-34,432	-21,978
3540280,334	1,178	4,178	3,010	14,652	-34,432	-21,978
3540285,217	1,109	4,050	2,950	14,652	-34,432	-21,978
3540290,100	1,287	4,366	2,594	14,652	-34,432	-21,978
3540294,983	1,168	4,337	3,693	14,652	-34,432	-21,978
3540299,866	0,663	4,416	4,317	14,652	-34,432	-21,978
3540304,749	0,713	5,376	3,653	14,652	-34,432	-21,978
3540309,631	1,554	6,020	3,772	14,652	-34,432	-21,978
3540314,514	1,980	5,703	4,109	14,652	-34,432	-21,978
3540319,397	2,426	4,911	5,436	14,652	-34,432	-21,978
3540324,280	6,040	2,693	3,970	14,652	-34,432	-21,978
3540329,163	0,970	4,050	2,970	14,652	-34,432	-21,978
3540334,045	1,129	3,723	3,426	14,652	-34,432	-21,978
3540338,928	1,485	4,505	2,822	14,652	-34,432	-21,978
3540343,811	1,931	5,485	2,723	14,652	-34,432	-21,978
3540348,694	2,337	5,901	2,980	14,652	-34,432	-21,978
3540353,577	2,198	7,178	2,109	14,652	-34,432	-21,978
3540358,459	1,792	8,525	0,158	14,652	-34,432	-21,978
3540363,342	1,139	9,376	-0,515	14,652	-34,432	-21,978
3540368,225	1,455	10,198	0,040	14,652	-34,432	-21,978
3540373,108	2,822	10,743	0,396	14,652	-34,432	-21,978
3540377,991	3,594	11,970	0,158	14,652	-34,432	-21,978
3540382,874	4,406	12,337	0,327	14,652	-34,432	-21,978
3540387,756	2,772	11,723	3,218	14,652	-34,432	-21,978
3540392,639	3,287	10,010	1,663	14,652	-34,432	-21,978
3540397,522	3,119	9,683	-1,832	14,652	-34,432	-21,978
3540402,405	2,416	10,822	-2,594	14,652	-34,432	-21,978
3540407,288	2,475	11,139	-2,119	14,652	-34,432	-21,978
3540412,170	2,614	11,089	-1,634	14,652	-34,432	-21,978
3540417,053	2,832	10,842	-1,535	14,652	-34,432	-21,978
3540421,936	2,634	11,149	-1,149	14,652	-34,432	-21,978
3540426,819	2,347	11,416	-1,149	14,652	-34,432	-21,978
3540431,702	2,317	11,634	-1,337	14,652	-34,432	-21,978
3540436,584	1,950	11,713	-1,683	14,652	-34,432	-21,978
3540441,467	1,584	11,762	-2,040	14,652	-34,432	-21,978
3540446,350	1,406	11,426	-2,277	14,652	-34,432	-21,978
3540451,233	1,287	11,010	-2,594	14,652	-34,432	-21,978
3540456,116	0,861	10,624	-2,703	14,652	-34,432	-21,978
3540460,999	0,752	10,426	-2,792	14,652	-34,432	-21,978
3540465,881	0,881	10,277	-2,832	14,652	-34,432	-21,978
3540470,764	1,109	10,436	-2,881	14,652	-34,432	-21,978
3540475,647	1,218	10,297	-3,069	14,652	-34,432	-21,978
3540480,530	1,485	10,238	-3,208	14,652	-34,432	-21,978
3540485,413	1,089	10,515	-3,198	14,652	-34,432	-21,978
3540490,295	1,089	10,366	-3,564	14,652	-34,432	-21,978
3540495,178	0,941	10,386	-3,545	14,652	-34,432	-21,978
3540500,061	0,673	10,337	-3,574	14,652	-34,432	-21,978
3540504,944	0,446	10,703	-3,416	14,652	-34,432	-21,978
3540509,827	0,257	10,703	-3,218	14,652	-34,432	-21,978
3540514,709	0,000	10,752	-3,228	14,652	-34,432	-21,978
3540519,592	0,020	10,861	-3,228	14,652	-34,432	-21,978
3540524,475	-0,238	10,614	-3,337	14,652	-34,432	-21,978
3540529,358	-0,188	10,416	-3,327	14,652	-34,432	-21,978
3540534,241	-0,347	9,921	-3,267	14,652	-34,432	-21,978
3540539,124	-0,455	9,743	-3,396	14,652	-34,432	-21,978
3540544,006	-0,574	9,505	-3,673	14,652	-34,432	-21,978
3540548,889	-0,634	9,188	-3,802	14,652	-34,432	-21,978
3540553,772	-0,337	8,921	-4,000	14,652	-34,432	-21,978
3540558,655	0,040	8,703	-3,812	14,652	-34,432	-21,978
3540563,538	0,644	7,525	-3,762	14,652	-34,432	-21,978
3540568,420	1,941	5,564	-4,376	14,652	-34,432	-21,978
3540573,303	2,822	4,881	-5,000	14,652	-34,432	-21,978
3540578,186	1,743	7,248	-4,376	14,652	-34,432	-21,978
3540583,069	-0,010	10,238	-3,822	14,652	-34,432	-21,978
3540587,952	-2,545	10,406	-3,020	14,652	-34,432	-21,978
3540592,834	-0,574	8,851	-2,020	14,652	-34,432	-21,978
3540597,717	-0,050	8,574	-2,396	14,652	-34,432	-21,978
3540602,600	-0,069	8,564	-3,238	14,652	-34,432	-21,978
3540607,483	0,208	8,822	-3,980	14,652	-34,432	-21,978
3540612,366	0,723	9,059	-3,881	14,652	-34,432	-21,978
3540617,249	0,950	9,208	-3,673	14,652	-34,432	-21,978
3540622,131	1,376	9,228	-3,297	14,652	-34,432	-21,978
3540627,014	1,307	9,248	-2,713	14,652	-34,432	-21,978
3540631,897	1,515	8,950	-2,446	14,652	-34,432	-21,978
3540636,780	1,168	9,030	-2,564	14,652	-34,432	-21,978
3540641,663	0,931	8,366	-2,871	14,652	-34,432	-21,978
3540646,545	0,990	8,327	-3,307	14,652	-34,432	-21,978
3540651,428	0,851	8,050	-3,564	14,652	-34,432	-21,978
3540656,311	0,832	7,812	-3,663	14,652	-34,432	-21,978
3540661,194	1,287	7,762	-3,366	14,652	-34,432	-21,978
3540666,077	1,822	7,822	-3,168	14,652	-34,432	-21,978
3540670,959	2,158	8,030	-3,416	14,652	-34,432	-21,978
3540675,842	2,584	8,634	-3,455	14,652	-34,432	-21,978
3540680,725	2,238	9,307	-3,683	14,652	-34,432	-21,978
3540685,608	2,050	9,881	-3,921	14,652	-34,432	-21,978
3540690,491	1,475	10,792	-4,149	14,652	-34,432	-21,978
3540695,374	1,901	11,624	-4,416	14,652	-34,432	-21,978
3540700,256	3,000	11,792	-4,822	14,652	-34,432	-21,978
3540705,139	3,525	12,861	-4,000	14,652	-34,432	-21,978
3540710,022	4,614	12,406	-2,574	14,652	-34,432	-21,978
3540714,905	4,525	11,465	-3,337	14,652	-34,432	-21,978
3540719,788	5,188	11,109	-3,267	14,652	-34,432	-21,978
3540724,670	5,218	10,911	-2,842	14,652	-34,432	-21,978
3540729,553	5,228	10,386	-2,851	14,652	-34,432	-21,978
3540734,436	4,970	9,327	-3,040	14,652	-34,432	-21,978
3540739,319	4,931	8,327	-3,010	14,652	-34,432	-21,978
3540744,202	4,822	7,396	-3,000	14,652	-34,432	-21,978
3540749,084	4,653	6,921	-3,228	14,652	-34,432	-21,978
3540753,967	4,733	6,634	-3,228	14,652	-34,432	-21,978
3540758,850	4,634	6,663	-3,178	14,652	-34,432	-21,978
3540763,733	5,040	6,743	-3,257	14,652	-34,432	-21,978
3540768,616	5,792	6,713	-2,851	14,652	-34,432	-21,978
3540773,499	6,228	7,089	-2,644	14,652	-34,432	-21,978
3540778,381	6,455	7,584	-2,455	14,652	-34,432	-21,978
3540783,264	6,812	7,832	-2,238	14,652	-34,432	-21,978
3540788,147	6,743	7,960	-2,089	14,652	-34,432	-21,978
3540793,030	6,782	8,010	-2,089	14,652	-34,432	-21,978
3540797,913	6,891	8,109	-1,891	14,652	-34,432	-21,978
3540802,795	7,030	8,238	-1,842	14,652	-34,432	-21,978
3540807,678	6,743	8,505	-1,752	14,652	-34,432	-21,978
3540812,561	7,010	8,010	-1,485	14,652	-34,432	-21,978
3540817,444	7,416	7,683	-1,129	14,652	-34,432	-21,978
3540822,327	7,416	7,267	-1,149	14,652	-34,432	-21,978
3540827,209	7,535	6,861	-0,822	14,652	-34,432	-21,978
3540832,092	7,634	6,515	-0,802	14,652	-34,432	-21,978
3540836,975	7,842	6,594	-0,970	14,652	-34,432	-21,978
3540841,858	7,515	6,743	-1,099	14,652	-34,432	-21,978
3540846,741	7,554	6,762	-0,881	14,652	-34,432	-21,978
3540851,624	7,297	6,366	-0,921	14,652	-34,432	-21,978
3540856,506	7,178	6,208	-1,000	14,652	-34,432	-21,978
3540861,389	7,050	5,941	-1,129	14,652	-34,432	-21,978
3540866,272	6,752	6,158	-1,238	14,652	-34,432	-21,978
3540871,155	6,713	6,337	-1,356	14,652	-34,432	-21,978
3540876,038	6,307	6,545	-1,337	14,652	-34,432	-21,978
3540880,920	6,515	6,574	-1,139	14,652	-34,432	-21,978
3540885,803	6,406	6,752	-1,158	14,652	-34,432	-21,978
3540890,686	6,713	7,079	-1,475	14,652	-34,432	-21,978
3540895,569	7,475	6,594	-1,673	14,652	-34,432	-21,978
3540900,452	8,485	7,436	-2,703	14,652	-34,432	-21,978
3540905,334	7,644	11,347	0,347	14,652	-34,432	-21,978
3540910,217	6,921	12,941	0,733	14,652	-34,432	-21,978
3540915,100	5,802	13,426	-0,594	14,652	-34,432	-21,978
3540919,983	4,970	12,545	-1,366	14,652	-34,432	-21,978
3540924,866	4,743	11,218	-1,614	14,652	-34,432	-21,978
3540929,749	4,871	9,901	-1,792	14,652	-34,432	-21,978
3540934,631	5,337	9,149	-1,525	14,652	-34,432	-21,978
3540939,514	5,495	8,663	-1,545	14,652	-34,432	-21,978
3540944,397	5,802	8,059	-1,545	14,652	-34,432	-21,978
3540949,280	5,574	7,743	-1,495	14,652	-34,432	-21,978
3540954,163	5,020	7,644	-1,802	14,652	-34,432	-21,978
3540959,045	4,881	7,802	-1,733	14,652	-34,432	-21,978
3540963,928	4,317	8,109	-1,990	14,652	-34,432	-21,978
3540968,811	3,931	7,950	-2,178	14,652	-34,432	-21,978
3540973,694	3,871	8,515	-2,218	14,652	-34,432	-21,978
3540978,577	3,634	8,634	-2,099	14,652	-34,432	-21,978
3540983,459	3,545	9,317	-1,337	14,652	-34,432	-21,978
3540988,342	4,020	9,525	-1,921	14,652	-34,432	-21,978
3540993,225	4,119	9,733	-1,881	14,652	-34,432	-21,978
3540998,108	4,099	9,604	-1,851	14,652	-34,432	-21,978
3541002,991	4,386	8,891	-2,059	14,652	-34,432	-21,978
3541007,874	4,238	8,465	-1,921	14,652	-34,432	-21,978
3541012,756	6,257	7,119	-1,980	14,652	-34,432	-21,978
3541017,639	9,129	6,287	-0,287	14,652	-34,432	-21,978
3541022,522	5,733	7,287	-0,109	14,652	-34,432	-21,978
3541027,405	3,851	7,663	-2,238	14,652	-34,432	-21,978
3541032,288	3,158	7,059	-3,238	14,652	-34,432	-21,978
3541037,170	2,871	7,307	-2,941	14,652	-34,432	-21,978
3541042,053	3,079	8,069	-2,505	14,652	-34,432	-21,978
3541046,936	3,010	8,564	-2,861	14,652	-34,432	-21,978
3541051,819	2,495	8,970	-3,436	14,652	-34,432	-21,978
3541056,702	2,050	9,327	-3,723	14,652	-34,432	-21,978
3541061,584	1,802	9,733	-3,851	14,652	-34,432	-21,978
3541066,467	1,564	9,564	-3,812	14,652	-34,432	-21,978
3541071,350	1,594	9,624	-3,881	14,652	-34,432	-21,978
3541076,233	1,624	9,455	-4,020	14,652	-34,432	-21,978
3541081,116	2,010	9,238	-4,000	14,652	-34,432	-21,978
3541085,999	2,257	9,149	-3,772	14,652	-34,432	-21,978
3541090,881	2,505	9,198	-3,564	14,652	-34,432	-21,978
3541095,764	2,584	9,317	-3,347	14,652	-34,432	-21,978
3541100,647	2,762	9,693	-3,366	14,652	-34,432	-21,978
3541105,530	2,802	10,020	-3,000	14,652	-34,432	-21,978
3541110,413	3,109	10,455	-3,188	14,652	-34,432	-21,978
3541115,295	2,822	10,574	-3,188	14,652	-34,432	-21,978
3541120,178	2,436	10,584	-3,347	14,652	-34,432	-21,978
3541125,061	2,178	10,624	-3,515	14,652	-34,432	-21,978
3541129,944	1,792	10,366	-3,693	14,652	-34,432	-21,978
3541134,827	1,713	10,010	-3,822	14,652	-34,432	-21,978
3541139,709	1,644	9,723	-3,871	14,652	-34,432	-21,978
3541144,592	1,564	9,208	-4,030	14,652	-34,432	-21,978
3541149,475	1,307	8,505	-4,287	14,652	-34,432	-21,978
3541154,358	1,059	7,881	-4,356	14,652	-34,432	-21,978
3541159,241	1,030	7,564	-4,604	14,652	-34,432	-21,978
3541164,124	1,109	7,653	-4,614	14,652	-34,432	-21,978
3541169,006	1,168	7,901	-4,297	14,652	-34,432	-21,978
3541173,889	0,950	8,218	-4,386	14,652	-34,432	-21,978
3541178,772	0,901	8,386	-4,089	14,652	-34,432	-21,978
3541183,655	0,980	9,188	-4,000	14,652	-34,432	-21,978
3541188,538	0,802	9,792	-4,168	14,652	-34,432	-21,978
3541193,420	0,980	10,198	-3,911	14,652	-34,432	-21,978
3541198,303	5,653	20,069	6,703	14,652	-34,432	-21,978
